# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 1.241466674804687500e+03 1.865575599670410156e+01 1.363604614257812500e+03 1.241510009765625000e+03 0.000000000000000000e+00 0.000000000000000000e+00 9.991739302325524097e-01
1.000000000000000000e+03 1.816090202331542969e+01 2.136394262313842773e+00 1.589249610900878906e+00 1.745204353332519531e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.608118243041568862e-01
2.000000000000000000e+03 1.086856126785278320e-01 4.584690332412719727e-01 6.055925041437149048e-07 1.067792847752571106e-01 0.000000000000000000e+00 0.000000000000000000e+00 7.466964507482422297e-02
3.000000000000000000e+03 8.620449900627136230e-02 4.542725980281829834e-01 6.788308382965624332e-06 8.601308614015579224e-02 0.000000000000000000e+00 0.000000000000000000e+00 7.426964453216565454e-02
4.000000000000000000e+03 7.237204164266586304e-02 4.329632222652435303e-01 2.226688957307487726e-05 7.375849783420562744e-02 0.000000000000000000e+00 0.000000000000000000e+00 7.249845288346731809e-02
5.000000000000000000e+03 6.077537685632705688e-02 3.935587108135223389e-01 1.296773552894592285e-05 6.399132311344146729e-02 0.000000000000000000e+00 0.000000000000000000e+00 6.915239344464135796e-02
6.000000000000000000e+03 5.547402426600456238e-02 3.088485896587371826e-01 4.964717663824558258e-04 6.100365519523620605e-02 0.000000000000000000e+00 0.000000000000000000e+00 6.126287949887103401e-02
7.000000000000000000e+03 9.485699236392974854e-03 2.596937585622072220e-03 5.134439561516046524e-06 8.762691169977188110e-03 0.000000000000000000e+00 0.000000000000000000e+00 5.634471939594186581e-03
8.000000000000000000e+03 1.447113347239792347e-03 4.870628254138864577e-05 2.372754388488829136e-04 1.123826485127210617e-03 0.000000000000000000e+00 0.000000000000000000e+00 8.652253935699902483e-04
9.000000000000000000e+03 3.336958179716020823e-04 7.640412150067277253e-06 5.319807678461074829e-05 2.368798886891454458e-04 0.000000000000000000e+00 0.000000000000000000e+00 2.814550392631990370e-04
1.000000000000000000e+04 2.071117633022367954e-04 1.556973529659444466e-06 1.760781742632389069e-09 1.674835802987217903e-04 0.000000000000000000e+00 0.000000000000000000e+00 1.373611770699637957e-04
