# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 1.243894042968750000e+03 1.865575599670410156e+01 1.371122436523437500e+03 1.243885620117187500e+03 0.000000000000000000e+00 0.000000000000000000e+00 1.000324597757008327e+00
1.000000000000000000e+03 1.812586021423339844e+01 2.125459671020507812e+00 1.553671956062316895e+00 1.834288787841796875e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.590233650711319613e-01
2.000000000000000000e+03 1.142807006835937500e-01 4.443693459033966064e-01 5.169073119759559631e-06 1.138971224427223206e-01 0.000000000000000000e+00 0.000000000000000000e+00 7.363811399093117549e-02
3.000000000000000000e+03 7.795972377061843872e-02 4.400087893009185791e-01 1.455191522836685181e-05 7.772808521986007690e-02 0.000000000000000000e+00 0.000000000000000000e+00 7.317877030923701509e-02
4.000000000000000000e+03 6.460380554199218750e-02 4.084359705448150635e-01 4.131616151425987482e-05 6.448005139827728271e-02 0.000000000000000000e+00 0.000000000000000000e+00 7.051631541791333890e-02
5.000000000000000000e+03 5.455138161778450012e-02 3.577581644058227539e-01 3.362074494361877441e-05 5.446512997150421143e-02 0.000000000000000000e+00 0.000000000000000000e+00 6.605383955742145929e-02
6.000000000000000000e+03 5.055082961916923523e-02 2.362587302923202515e-01 2.373023016843944788e-05 5.023079365491867065e-02 0.000000000000000000e+00 0.000000000000000000e+00 5.383016101746805615e-02
7.000000000000000000e+03 4.447426274418830872e-02 2.045664563775062561e-02 1.695135841146111488e-03 4.463956877589225769e-02 0.000000000000000000e+00 0.000000000000000000e+00 1.620783061400634523e-02
8.000000000000000000e+03 1.827642880380153656e-02 1.378634944558143616e-03 2.566352486610412598e-05 1.841432973742485046e-02 0.000000000000000000e+00 0.000000000000000000e+00 4.213907957204658661e-03
9.000000000000000000e+03 4.811508115381002426e-03 1.380542526021599770e-04 3.146487870253622532e-06 4.869754426181316376e-03 0.000000000000000000e+00 0.000000000000000000e+00 1.347210215160114279e-03
1.000000000000000000e+04 8.672182448208332062e-04 1.368060657114256173e-05 1.455191522836685181e-11 8.901818655431270599e-04 0.000000000000000000e+00 0.000000000000000000e+00 4.249194173790504315e-04
1.100000000000000000e+04 1.562485558679327369e-04 1.687152689555659890e-06 1.455191522836685181e-09 1.664148294366896152e-04 0.000000000000000000e+00 0.000000000000000000e+00 1.505315280081067459e-04
1.200000000000000000e+04 6.569966673851013184e-03 1.006158709060400724e-04 6.746430695056915283e-02 6.548413541167974472e-03 0.000000000000000000e+00 0.000000000000000000e+00 3.998833541726047949e-03
1.300000000000000000e+04 1.914594322443008423e-03 6.766460046492284164e-06 2.192397788166999817e-02 1.930625177919864655e-03 0.000000000000000000e+00 0.000000000000000000e+00 1.809337971347574478e-03
1.400000000000000000e+04 7.586148421978577971e-05 1.573935151100158691e-07 1.584703568369150162e-08 8.025543502299115062e-05 0.000000000000000000e+00 0.000000000000000000e+00 4.663662976059813355e-05
1.500000000000000000e+04 7.130306767066940665e-05 1.971633167840991518e-07 4.227636964060366154e-06 7.551147427875548601e-05 0.000000000000000000e+00 0.000000000000000000e+00 6.641433139812376438e-05
1.600000000000000000e+04 8.294898725580424070e-05 2.043090262304758653e-06 2.011587494052946568e-04 8.760592754697427154e-05 0.000000000000000000e+00 0.000000000000000000e+00 2.910961054601179801e-04
1.700000000000000000e+04 6.497596768895164132e-05 1.666048774495720863e-07 2.165907062590122223e-05 6.885086622787639499e-05 0.000000000000000000e+00 0.000000000000000000e+00 9.168015270659793956e-05
1.800000000000000000e+04 5.985064126434735954e-05 9.197174222208559513e-08 4.895264282822608948e-08 6.325629510683938861e-05 0.000000000000000000e+00 0.000000000000000000e+00 3.663243292243759493e-05
1.900000000000000000e+04 5.723532012780196965e-05 9.665745892561972141e-08 1.760781742632389069e-09 6.045402551535516977e-05 0.000000000000000000e+00 0.000000000000000000e+00 3.714787113458497473e-05
2.000000000000000000e+04 1.002293173223733902e-02 5.667437799274921417e-04 8.937577903270721436e-02 1.000021118670701981e-02 0.000000000000000000e+00 0.000000000000000000e+00 5.626141642862817968e-03
