# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 1.239378540039062500e+03 1.865575599670410156e+01 1.356968872070312500e+03 1.239415527343750000e+03 0.000000000000000000e+00 0.000000000000000000e+00 9.981561006857224694e-01
1.000000000000000000e+03 1.680148124694824219e+01 1.957863211631774902e+00 1.356800556182861328e+00 1.620220947265625000e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.537884263190652800e-01
2.000000000000000000e+03 6.142190098762512207e-02 5.360534787178039551e-01 2.827780554071068764e-05 5.871117487549781799e-02 0.000000000000000000e+00 0.000000000000000000e+00 8.054264368101243798e-02
3.000000000000000000e+03 6.246562674641609192e-02 4.997442960739135742e-01 3.017485141754150391e-05 5.966852232813835144e-02 0.000000000000000000e+00 0.000000000000000000e+00 7.783076219481245561e-02
4.000000000000000000e+03 6.113981828093528748e-02 4.426423609256744385e-01 3.715982893481850624e-05 5.854435637593269348e-02 0.000000000000000000e+00 0.000000000000000000e+00 7.339350122712996749e-02
5.000000000000000000e+03 4.975030198693275452e-02 2.812732756137847900e-01 2.973014488816261292e-06 4.808299615979194641e-02 0.000000000000000000e+00 0.000000000000000000e+00 5.870815426569133549e-02
6.000000000000000000e+03 8.927823975682258606e-03 1.123573281802237034e-03 2.646653726696968079e-02 8.731843903660774231e-03 0.000000000000000000e+00 0.000000000000000000e+00 4.724342411158065358e-03
7.000000000000000000e+03 3.356534056365489960e-03 3.412395890336483717e-04 2.165907062590122223e-07 3.306640777736902237e-03 0.000000000000000000e+00 0.000000000000000000e+00 2.026125417646425404e-03
8.000000000000000000e+03 1.760401413775980473e-03 1.029557897709310055e-04 6.055925041437149048e-07 1.739733852446079254e-03 0.000000000000000000e+00 0.000000000000000000e+00 1.114741898725979093e-03
9.000000000000000000e+03 1.327958423644304276e-03 4.551760139293037355e-05 2.493443025741726160e-05 1.294720568694174290e-03 0.000000000000000000e+00 0.000000000000000000e+00 7.169809059530101846e-04
1.000000000000000000e+04 1.041759387589991093e-03 2.876674989238381386e-05 2.446176949888467789e-08 1.005008118227124214e-03 0.000000000000000000e+00 0.000000000000000000e+00 5.850110199311474172e-04
